english,wylie,acip,tibetan_generated,pronunciation_generated,depth,occurrences,courses,refs,tier
the idea of interdependence,rten 'byung,RTEN 'BYUNG,རྟེན་འབྱུང,tennjung,5,1,C01,C01:417,"TENTATIVE (machine-matched, unreviewed)"
the idea that it,'di ni,'DI NI,འདི་ནི,di ni,5,1,C01,C01:494,"TENTATIVE (machine-matched, unreviewed)"
"The identification of what it means to be ""unerring"" is found in two and a half lines of the root text: Correct perception is a state of mind unerring; To be in a condition able to perform a function Is what ""unerring"" means.","mi slu ba ngos gzung ba la, rtsa ba las, ,tshad ma bslu med can shes pa, ,don byed nus par gnas pa ni, ,mi slu",,མི་སླུ་བ་ངོས་གཟུང་བ་ལ། རྩ་བ་ལས། ། ཚད་མ་བསླུ་མེད་ཅན་ཤེས་པ། ། དོན་བྱེད་ནུས་པར་གནས་པ་ནི། ། མི་སླུ,"miluwa ngusungwa latsawa le,tshe malu mechen shepa ,dunje nupar nepa ni,mi lu",1,1,C04,C04:43,"TENTATIVE (machine-matched, unreviewed)"
The illustrious,dpal ldan,DPAL LDAN,དཔལ་ལྡན,pelnden,5,1,C01,C01:340,"TENTATIVE (machine-matched, unreviewed)"
"The illustrious Chandrakirti has said as well,","dpal ldan zla bas kyang , ,",,དཔལ་ལྡན་ཟླ་བས་ཀྱང། །,"pelnden dawe kyang ,,",2,1,C01,C01:340,"TENTATIVE (machine-matched, unreviewed)"
"The illustrious Chandrakirti has said as well, On vast wide-spreading wings of both the conventional and the real The king goose flies on at the center point in the formation Of the other geese, all beings, spurred by the wind of virtue, Reaching to the farthest shore of the ocean of Victors' qualities.149","dpal ldan zla bas kyang , ,kun rdzob de nyid gshog yangs dkar po rgyas gyur pa, ,ngang pa'i rgyal po de ni skye bo'i ngang pa yis, ,mdun du bdar nas dge ba'i rlung gi shugs stobs kyis, ,rgyal ba'i yon tan rgya mtsho'i pha rol mchog tu 'gro",,དཔལ་ལྡན་ཟླ་བས་ཀྱང། ། ཀུན་རྫོབ་དེ་ཉིད་གཤོག་ཡངས་དཀར་པོ་རྒྱས་གྱུར་པ། ། ངང་པའི་རྒྱལ་པོ་དེ་ནི་སྐྱེ་བོའི་ངང་པ་ཡིས། ། མདུན་དུ་བདར་ནས་དགེ་བའི་རླུང་གི་ཤུགས་སྟོབས་ཀྱིས། ། རྒྱལ་བའི་ཡོན་ཏན་རྒྱ་མཚོའི་ཕ་རོལ་མཆོག་ཏུ་འགྲོ,"pelnden dawe kyang ,,kun dzob de nyishok yangkarpo gyegyur pa,ngangpay gyelpo de ni kyewoy ngangpa yi,mdun du dar ne geway lung gi shuktop kyi,rgyelway yunten gyatsoy parul choktu dro",1,1,C01,C01:340,"TENTATIVE (machine-matched, unreviewed)"
the image that comes to our mind,'char bas,'CHAR BAS,འཆར་བས,charwe,5,1,C01,C01:384,"TENTATIVE (machine-matched, unreviewed)"
the immeasurable,dpag tu med pa,DPAG TU MED PA,དཔག་ཏུ་མེད་པ,paktu mepa,5,1,C01,C01:270,"TENTATIVE (machine-matched, unreviewed)"
"The immense power of the purity of your pledges and vows will lead you over the string of your future lives to attain a very special kind of life, where you can practice the secret teachings. You will always meet an authentic Diamond Master--one who teaches you the secret way. And you will always find yourself able to put the secret paths into actual practice.","dam tshig dang sdom pa dag par gyur pa'i stobs kyis skye ba brgyud mar sngags spyod pa'i rten khyad par can 'thob cing , rdo rje slob dpon mtshan ldan dang mjal, gsang sngags kyi lam nyams su len nus pa sha stag tu gyur te",,དམ་ཚིག་དང་སྡོམ་པ་དག་པར་གྱུར་པའི་སྟོབས་ཀྱིས་སྐྱེ་བ་བརྒྱུད་མར་སྔགས་སྤྱོད་པའི་རྟེན་ཁྱད་པར་ཅན་འཐོབ་ཅིང། རྡོ་རྗེ་སློབ་དཔོན་མཚན་ལྡན་དང་མཇལ། གསང་སྔགས་ཀྱི་ལམ་ཉམས་སུ་ལེན་ནུས་པ་ཤ་སྟག་ཏུ་གྱུར་ཏེ,"damtsik dang dompa dakpar gyurpay top kyi kyewa gyumar ngakchupay tenkyepar chentob ching, doje loppun tsennden dang jelsang ngak kyi lamnyam sulen nupa shatak tugyur te",1,1,C03,C03:535,"TENTATIVE (machine-matched, unreviewed)"
the Implication,thal 'gyur ba,THAL 'GYUR BA,ཐལ་འགྱུར་བ,telngyurwa,5,1,C01,C01:419,"TENTATIVE (machine-matched, unreviewed)"
The implication,shugs la,SHUGS LA,ཤུགས་ལ,shuk la,5,1,C01,C01:420,"TENTATIVE (machine-matched, unreviewed)"
"The implication of saying that something cannot exist ""truly"" though is to say that, more generally, it is not non-existent; this then disallows the extreme of thinking that things have stopped.","bden par med pa'i shugs la spyir med pa ma yin par bstan pas chad mtha' sel,",,བདེན་པར་མེད་པའི་ཤུགས་ལ་སྤྱིར་མེད་པ་མ་ཡིན་པར་བསྟན་པས་ཆད་མཐའ་སེལ།,denpar mepay shuk la chirmepa mayinpar tenpe cheta sel,2,1,C01,C01:420,"TENTATIVE (machine-matched, unreviewed)"
"The implication suggested by the sutra above, and by the great treatises which comment upon it, is that we must try to keep an attitude of wanting to help all living creatures, of wanting to assure their happiness. So try to remain in that pure vision where you see only pure good in other people. If you are not capable of this, then at least it would be nice if you could try to speak badly of others a little less than you do now. 3 The Asian Classics Institute Course IV: The Proof of Future Lives Reading 1B: English Introduction to Geshe Yeshe Wangchuk's Jewel of the True Thought","sngar gyi mdo dang de'i dgongs 'grel gyi gzhung 'di dag gis sems can thams cad la phan pa dang bde ba'i sems dang ldan par bya dgos pa don gyis 'phangs pas skye bo gzhan dag la dag snang sbyong bar ma nus na'ang skyon brjod kyi smra ba nyung du byas na mdzes so,",,སྔར་གྱི་མདོ་དང་དེའི་དགོངས་འགྲེལ་གྱི་གཞུང་འདི་དག་གིས་སེམས་ཅན་ཐམས་ཅད་ལ་ཕན་པ་དང་བདེ་བའི་སེམས་དང་ལྡན་པར་བྱ་དགོས་པ་དོན་གྱིས་འཕངས་པས་སྐྱེ་བོ་གཞན་དག་ལ་དག་སྣང་སྦྱོང་བར་མ་ནུས་ནའང་སྐྱོན་བརྗོད་ཀྱི་སྨྲ་བ་ཉུང་དུ་བྱས་ན་མཛེས་སོ།,ngar gyi do dang dey gongndrel gyi shungndi dak gi semchen tamche la penpa dang deway sem dang denpar jagupa dun gyi pangpe kyewo shendak la daknang jongwar manu nakyun ju kyi smrawa nyung du je na dzeso,1,1,C04,C04:27,"TENTATIVE (machine-matched, unreviewed)"
the important bulk,gnad,GNAD,གནད,ne,5,1,C01,C01:257,"TENTATIVE (machine-matched, unreviewed)"
the impossible,mi srid,MI SRID,མི་སྲིད,misi,5,1,C03,C03:395,"TENTATIVE (machine-matched, unreviewed)"
"The impression you have during the first state is one of recognizing that you have too many thoughts. In the second state you have a feeling that they are making a resurgence. By the third state the impression is that the problem of too many thoughts has in a sense tired out. In brief then we can say that in the first two states there is a question of how long the mind can stay fixed on the object. What distinguishes the third and the fourth states is whether or not one can lose the object or not. The fourth and fifth states are differentiated by whether obvious dullness can arise or not. The fifth and sixth states are separated by whether or not you have to be worried about subtle dullness coming up. Moreover, there is the distinction that--although it is possible for subtle agitation to occur during the sixth state--it is much less likely than in the one before it. The sixth and seventh states are distinguished by whether or not you have to be very concerned about slipping into subtle agitation or dullness. States number seven and eight are separated by whether there is any agitation or dullness at all; and eight and nine are differentiated by whether or not you have to rely on any conscious effort. The seventh level is devoted to eliminating dullness and agitation, rather than having to think about any serious danger that you could slip into them. Our Lama said that at this point it was like having a fist-fight with an enemy who was already weakened to the point of exhaust","de dag gi dang po'i skabs rnam rtog ngos zin pa'i nyams dang , gnyis pa'i skabs rnam rtog res ngal bso ba'i nyams, gsum pa'i skabs rnam rtog thang chad pa'i nyams 'byung , mdor na sems gnas dang po dang gnyis pa gnyis ni gnas pa rgyun ring thung yod la, gnyis pa dang gsum pa ni ga yeng ba rgyun ring thung yod, gsum pa bzhi pa gnyis ni dmigs rten shor srid mi srid kyi khyad par yod cing , bzhi pa dang lnga pa ni, bying ba rags pa skye mi skye dang , lnga pa drug pa gnyis ni bying ba phra mo la dogs zon dgos mi dgos dang , der ma zad drug par rgod pa phra mo skye ba'ang snga ma las nyung ngo, , drug pa dang bdun pa gnyis ni, bying rgod phra mor shor nyen gyi dogs zon chen po dgos mi dgos dang;bdun pa dang brgyad pa ni bying rgod yod med dang , brgyad pa dang dgu pa ni, 'bad rtsol la ltos mni ltos kyi khyad yod do, , bdun pa'i skabs bying rgod 'gog tsam las, der shor dogs kyi nyen cher byed mi dgos la, dper na dgra dang 'thab na, de stobs zhan du btang zin nas dogs zon cher mi dgos par bkag tsam gyis chog pa bzhin yin par gsungs,",,དེ་དག་གི་དང་པོའི་སྐབས་རྣམ་རྟོག་ངོས་ཟིན་པའི་ཉམས་དང། གཉིས་པའི་སྐབས་རྣམ་རྟོག་རེས་ངལ་བསོ་བའི་ཉམས། གསུམ་པའི་སྐབས་རྣམ་རྟོག་ཐང་ཆད་པའི་ཉམས་འབྱུང། མདོར་ན་སེམས་གནས་དང་པོ་དང་གཉིས་པ་གཉིས་ནི་གནས་པ་རྒྱུན་རིང་ཐུང་ཡོད་ལ། གཉིས་པ་དང་གསུམ་པ་ནི་ག་ཡེང་བ་རྒྱུན་རིང་ཐུང་ཡོད། གསུམ་པ་བཞི་པ་གཉིས་ནི་དམིགས་རྟེན་ཤོར་སྲིད་མི་སྲིད་ཀྱི་ཁྱད་པར་ཡོད་ཅིང། བཞི་པ་དང་ལྔ་པ་ནི། བྱིང་བ་རགས་པ་སྐྱེ་མི་སྐྱེ་དང། ལྔ་པ་དྲུག་པ་གཉིས་ནི་བྱིང་བ་ཕྲ་མོ་ལ་དོགས་ཟོན་དགོས་མི་དགོས་དང། དེར་མ་ཟད་དྲུག་པར་རྒོད་པ་ཕྲ་མོ་སྐྱེ་བའང་སྔ་མ་ལས་ཉུང་ངོ། ། དྲུག་པ་དང་བདུན་པ་གཉིས་ནི། བྱིང་རྒོད་ཕྲ་མོར་ཤོར་ཉེན་གྱི་དོགས་ཟོན་ཆེན་པོ་དགོས་མི་དགོས་དང༔ བདུན་པ་དང་བརྒྱད་པ་ནི་བྱིང་རྒོད་ཡོད་མེད་དང། བརྒྱད་པ་དང་དགུ་པ་ནི། འབད་རྩོལ་ལ་ལྟོས་མནི་ལྟོས་ཀྱི་ཁྱད་ཡོད་དོ། ། བདུན་པའི་སྐབས་བྱིང་རྒོད་འགོག་ཙམ་ལས། དེར་ཤོར་དོགས་ཀྱི་ཉེན་ཆེར་བྱེད་མི་དགོས་ལ། དཔེར་ན་དགྲ་དང་འཐབ་ན། དེ་སྟོབས་ཞན་དུ་བཏང་ཟིན་ནས་དོགས་ཟོན་ཆེར་མི་དགོས་པར་བཀག་ཙམ་གྱིས་ཆོག་པ་བཞིན་ཡིན་པར་གསུངས།,"dedak gi dang poy kabnam tongu sinpay nyam dang ,nyipay kabnam tokre ngelsoway nyamsumpay kabnam toktang chepay nyamnjung ,ndor na semne dang po dang nyipa nyi ni nepa gyunring tungyu lanyipa dang sumpa ni gayengwa gyunring tungyu sumpa shipa nyi ni mikten shorsi misi kyi kyepar yuching ,shipa dang ngapa nijingwa rakpa kye mikye dang ,ngapa drukpa nyi ni jingwa tramo la doksun gu migu dang ,der mase drukpar gupa tramo kyeba nga male nyungngo ,drukpa dang dunpa nyini jinggu tramor shornyen gyi doksun chenpo gu migu dangpa dang gyepa ni jinggu yume dang ,gyepa dang gupa nimbe tsul la tuni tu kyi kyeyu do, dunpay kabjing gungok tsam leder shordok kyi nyencher je migu laper na dra dang tabna de topshen du tangsin ne doksun cher migupar kak tsam gyi chokpa shinyinpar sung",1,1,C03,C03:212,"TENTATIVE (machine-matched, unreviewed)"
the impure groups of things that make up a normal suffering being--it is their unbroken stream from life to life,zag bcas nyer len gyi phung po'i rgyun,,ཟག་བཅས་ཉེར་ལེན་གྱི་ཕུང་པོའི་རྒྱུན,sakche nyerlen gyi pungpoy gyun,3,1,C01,C01:148,"TENTATIVE (machine-matched, unreviewed)"
the impure kinds,zag bcas,ZAG BCAS,ཟག་བཅས,sakche,5,1,C01,C01:302,"TENTATIVE (machine-matched, unreviewed)"
"The impure parts of ourselves are like a big pot, sucking in the suffering of suffering, sucking in the suffering of change, in both this and our future lives.","tshe 'di phyi gnyis kar sdug bsngal gyi sdug bsngal dang , 'gyur ba'i sdug bsngal gnyis 'dren byed kyi snod lta bur byed pas na,",,ཚེ་འདི་ཕྱི་གཉིས་ཀར་སྡུག་བསྔལ་གྱི་སྡུག་བསྔལ་དང། འགྱུར་བའི་སྡུག་བསྔལ་གཉིས་འདྲེན་བྱེད་ཀྱི་སྣོད་ལྟ་བུར་བྱེད་པས་ན།,"tsendi chinyi karduk ngel gyi dungel dang ,ngyurway dungel nyindren je kyi nuta burjepe na",2,1,C01,C01:246,"TENTATIVE (machine-matched, unreviewed)"
the impure parts that make us up,nyer len gyi phung po,NYER LEN GYI PHUNG PO,ཉེར་ལེན་གྱི་ཕུང་པོ,nyerlen gyi pungpo,5,1,C01,C01:247,"TENTATIVE (machine-matched, unreviewed)"
the impure parts we're made of,nyer len gyi phung po,NYER LEN GYI PHUNG PO,ཉེར་ལེན་གྱི་ཕུང་པོ,nyerlen gyi pungpo,5,1,C01,C01:246,"TENTATIVE (machine-matched, unreviewed)"
the individual sufferings,so sor bsam pa,SO SOR BSAM PA,སོ་སོར་བསམ་པ,sosor sampa,5,1,C01,C01:233,"TENTATIVE (machine-matched, unreviewed)"
the inevitable,mi rtag pa,MI RTAG PA,མི་རྟག་པ,mitakpa,5,1,C01,C01:203,"TENTATIVE (machine-matched, unreviewed)"
the inner and outer,phyi nang,PHYI NANG,ཕྱི་ནང,chinang,5,1,C01,C01:197,"TENTATIVE (machine-matched, unreviewed)"
the inner essence,snying po,SNYING PO,སྙིང་པོ,nyingpo,5,1,C01,C01:313,"TENTATIVE (machine-matched, unreviewed)"
the instruction of the Steps of the path to Buddhahood,byang chub lam gyi rim pa,BYANG CHUB LAM GYI RIM PA,བྱང་ཆུབ་ལམ་གྱི་རིམ་པ,jangchub lam gyi rimpa,5,1,C01,C01:279,"TENTATIVE (machine-matched, unreviewed)"
the instruction on the three principal paths,lam gyi gtso bo rnam gsum yin la,,ལམ་གྱི་གཙོ་བོ་རྣམ་གསུམ་ཡིན་ལ,lam gyi tsowo namsum yin la,3,1,C01,C01:48,"TENTATIVE (machine-matched, unreviewed)"
The instructions,man ngag,MAN NGAG,མན་ངག,menngak,5,1,C01,C01:347,"TENTATIVE (machine-matched, unreviewed)"
the instructions for meditation from your Lama,bla ma'i gdams ngag,BLA MA'I GDAMS NGAG,བླ་མའི་གདམས་ངག,lamay damngak,5,1,C03,C03:158,"TENTATIVE (machine-matched, unreviewed)"
the instructions we got,man ngag kho nas,MAN NGAG KHO NAS,མན་ངག་ཁོ་ནས,menngak ko ne,5,1,C03,C03:128,"TENTATIVE (machine-matched, unreviewed)"
the intensity,shugs,SHUGS,ཤུགས,shuk,5,1,C01,C01:281,"TENTATIVE (machine-matched, unreviewed)"
the intimate,shugs can,SHUGS CAN,ཤུགས་ཅན,shukchen,5,1,C01,C01:379,"TENTATIVE (machine-matched, unreviewed)"
the introductory reference,mtshams sbyar,MTSAMS SBYAR,མཚམས་སྦྱར,tsamjar,5,1,C01,C01:486,"TENTATIVE (machine-matched, unreviewed)"
The jewels,rin cen,RIN CEN,རིན་ཅེན,rinchen,5,1,C01,C01:472,"TENTATIVE (machine-matched, unreviewed)"
the journey along the path has not reached its final goal,lam gyi bgrod pa mthar ma phyin,,ལམ་གྱི་བགྲོད་པ་མཐར་མ་ཕྱིན,lam gyi drupa tar machin,3,1,C02,C02:36,"TENTATIVE (machine-matched, unreviewed)"
the journey along the path has reached its final goal,lam gyi 'grod pa mthar phyin pa'i,,ལམ་གྱི་འགྲོད་པ་མཐར་ཕྱིན་པའི,lam gyi drupa tarchinpay,3,1,C02,C02:35,"TENTATIVE (machine-matched, unreviewed)"
"The karma of sentient kind Never just fades away, Even in hundreds Of millions of years. When the causes convene And the time is come, The consequences Can do nothing but flower.53","lus can dag gi las rnams ni, ,bsal pa brgyar yang chud mi za, ,tshogs shing dus la bab pa na, ,'bras bu smin pa nyid du 'gyur, ,ces gsungs",,ལུས་ཅན་དག་གི་ལས་རྣམས་ནི། ། བསལ་པ་བརྒྱར་ཡང་ཆུད་མི་ཟ། ། ཚོགས་ཤིང་དུས་ལ་བབ་པ་ན། ། འབྲས་བུ་སྨིན་པ་ཉིད་དུ་འགྱུར། ། ཅེས་གསུངས,"luchen dak gi le nam ni,bselpa gyar yang chu misa ,tshokshing du la bappa na,'bre buminpa nyi du gyur,ce sung",1,1,C03,C03:419,"TENTATIVE (machine-matched, unreviewed)"
"The Kashmiri Sanghabhadra [?] attacks this definition with the following verse: It's incomplete, contradicts classical Commentary, one then is not, One not then is. ""Even's"" superfluous, A feature not mentioned should be.","de la kha che 'dun bzang na re, 'di la ma tshang bstan bcos 'gal, nyams dang de min de nyid thal, , yang sgra lhag brjod khyad par du, , bya ba khyad par ma byas so, , zhes mtshan nyid de sun 'byin te",,དེ་ལ་ཁ་ཆེ་འདུན་བཟང་ན་རེ། འདི་ལ་མ་ཚང་བསྟན་བཅོས་འགལ། ཉམས་དང་དེ་མིན་དེ་ཉིད་ཐལ། ། ཡང་སྒྲ་ལྷག་བརྗོད་ཁྱད་པར་དུ། ། བྱ་བ་ཁྱད་པར་མ་བྱས་སོ། ། ཞེས་མཚན་ཉིད་དེ་སུན་འབྱིན་ཏེ,"de la kache dunsang na rendi la matsang tenchu gelnyam dang de min de nyitel , yang drahlak jukyepar du, jawa kyepar maje so, shetsen nyi de sunnjin te",1,1,C05,C05:113,"TENTATIVE (machine-matched, unreviewed)"
"The key to stopping the stream of suffering births is found in the root text of the Three Principal Paths, where the Lord of Lamas says, Think over and over how deeds and their fruits never fail, And the cycle's suffering: stop desire for the future.","'khor ba'i skye rgyun gcod pa la rje bla ma'i lam gtso'i rtsa tshig las, ,las 'bras mi slu 'khor ba'i sdug bsngal rnams, ,yang yang bsams pas phyi ma'i snang shas",,འཁོར་བའི་སྐྱེ་རྒྱུན་གཅོད་པ་ལ་རྗེ་བླ་མའི་ལམ་གཙོའི་རྩ་ཚིག་ལས། ། ལས་འབྲས་མི་སླུ་འཁོར་བའི་སྡུག་བསྔལ་རྣམས། ། ཡང་ཡང་བསམས་པས་ཕྱི་མའི་སྣང་ཤས,"korway kyegyun chupa la jelamay lamtsoy tsatsik le,le dre milu korway dungel nam,yang yang sampe chimay nangshe",1,1,C03,C03:440,"TENTATIVE (machine-matched, unreviewed)"
the kind of attitude where you think to yourself,snyam pa,SNYAM PA,སྙམ་པ,nyampa,5,1,C01,C01:208,"TENTATIVE (machine-matched, unreviewed)"
the kind of happiness,bde skyid,BDE SKYID,བདེ་སྐྱིད,dekyi,5,1,C01,C01:251,"TENTATIVE (machine-matched, unreviewed)"
the kind things he has done for you,bka' drin,BKA' DRIN,བཀའ་དྲིན,kadrin,7,1,C03,C03:364,"TENTATIVE (machine-matched, unreviewed)"
"The kinds of practitioners that we call ""listeners"" and ""self-made Buddhas"" aspire only to reach a state of blissful peace, and this too only for themselves. They are deficient therefore in that fortunate kind of good virtue that makes one want to take on the burden of helping others. Bodhisattvas, on the other hand, disregard completely their own comfort and work only for the good of others. They are full of the wonderful fortune and goodness that enables them to reach the state of a perfect Buddha, and the ability to fulfil, totally, the ultimate needs of both others and themselves.","nyan thos dang rang sangs rgyas rnams kyis rang nyid gcig pu'i zhi bde don du gnyer bas gzhan don khur du 'khyer ba'i skal ba dman pa dang , byang chub sems dpa' rnams kyis ni rang bde yal bar dor nas, gzhan don 'ba' zhig la zhugs te don gnyis mthar phyin pa'i sangs rgyas kyi go 'phang sgrub pa'i skal ba bzang po dang ldan pa yin pas",,ཉན་ཐོས་དང་རང་སངས་རྒྱས་རྣམས་ཀྱིས་རང་ཉིད་གཅིག་པུའི་ཞི་བདེ་དོན་དུ་གཉེར་བས་གཞན་དོན་ཁུར་དུ་འཁྱེར་བའི་སྐལ་བ་དམན་པ་དང། བྱང་ཆུབ་སེམས་དཔའ་རྣམས་ཀྱིས་ནི་རང་བདེ་ཡལ་བར་དོར་ནས། གཞན་དོན་འབའ་ཞིག་ལ་ཞུགས་ཏེ་དོན་གཉིས་མཐར་ཕྱིན་པའི་སངས་རྒྱས་ཀྱི་གོ་འཕང་སྒྲུབ་པའི་སྐལ་བ་བཟང་པོ་དང་ལྡན་པ་ཡིན་པས,"nyentu dang rangsang gye nam kyi rangnyi chikpuy shide dun du nyerwe shendun kur du kyerway kelwa menpa dang ,jang chupsem pa nam kyi ni rangde yelwar dorne shendun bashik la shuk te dunnyi tarchinpay sangye kyi gopang druppay kelwa sangpo dang denpa yinpe",1,1,C03,C03:521,"TENTATIVE (machine-matched, unreviewed)"
The king goose,ngang pa'i rgyal po,NGANG PA'I RGYAL PO,ངང་པའི་རྒྱལ་པོ,ngangpay gyelpo,5,1,C01,C01:340,"TENTATIVE (machine-matched, unreviewed)"
the King of Concentration,ting nge 'dzin rgyal po las,,ཏིང་ངེ་འཛིན་རྒྱལ་པོ་ལས,tingnge dzingyelpo le,3,1,C02,C02:61,"TENTATIVE (machine-matched, unreviewed)"
the king of them all,rigs pa'i rgyal po,RIGS PA'I RGYAL PO,རིགས་པའི་རྒྱལ་པོ,rikpay gyelpo,5,1,C01,C01:414,"TENTATIVE (machine-matched, unreviewed)"
the kingdom,rgyal srid,RGYAL SRID,རྒྱལ་སྲིད,gyelsi,5,1,C01,C01:189,"TENTATIVE (machine-matched, unreviewed)"
the knowledge of all things,rnam,RNAM,རྣམ,nam,7,1,C02,C02:63,"TENTATIVE (machine-matched, unreviewed)"
the label,sgra,SGRA,སྒྲ,dra,5,1,C01,C01:376,"TENTATIVE (machine-matched, unreviewed)"
the labelling,btags pa'i tshul,BTAGS PA'I TSUL,བཏགས་པའི་ཚུལ,takpay tsul,5,1,C01,C01:492,"TENTATIVE (machine-matched, unreviewed)"
the lamas,bla ma,BLA MA,བླ་མ,lama,5,1,C01,C01:81,"TENTATIVE (machine-matched, unreviewed)"
the Lamas,bla ma rnams,BLA MA RNAMS,བླ་མ་རྣམས,la manam,5,1,C03,C03:28,"TENTATIVE (machine-matched, unreviewed)"
the Lamp on the Path,lam sgron,LAM SGRON,ལམ་སྒྲོན,lamdrun,5,1,C01,C01:72,"TENTATIVE (machine-matched, unreviewed)"
the Lamp on the Path to Buddhahood,byang chub lam sgron,BYANG CHUB LAM SGRON,བྱང་ཆུབ་ལམ་སྒྲོན,jangchub lamdrun,5,1,C01,C01:113,"TENTATIVE (machine-matched, unreviewed)"
the Land of Snows,gangs can gyi ljongs,GANGS CAN GYI LJONGS,གངས་ཅན་གྱི་ལྗོངས,gangchen gyi jong,5,1,C01,C01:345,"TENTATIVE (machine-matched, unreviewed)"
the language of pleasure beings,lha yi skad,LHA YI SKAD,ལྷ་ཡི་སྐད,hla yi ke,5,1,C03,C03:302,"TENTATIVE (machine-matched, unreviewed)"
the last,gsum pa,GSUM PA,གསུམ་པ,sumpa,5,1,C01,C01:447,"TENTATIVE (machine-matched, unreviewed)"
"The last great section of these presentations is known as ""the instruction itself, by which students can be led along the Steps"" to Buddhahood. This part is contained in what we have called here the ""main body of the text"" of Lord Tsongkapa's verses on the three principal paths. Thus we now move on to the first one of these verses.81",bstan bcos spyi'i lus dngos kyis gdams pa dngos kyis slob ma ji ltar bkri ba'i rim pa bstan pas,,བསྟན་བཅོས་སྤྱིའི་ལུས་དངོས་ཀྱིས་གདམས་པ་དངོས་ཀྱིས་སློབ་མ་ཇི་ལྟར་བཀྲི་བའི་རིམ་པ་བསྟན་པས,tenchuchiy lungu kyi dampa ngu kyi lob maji tartriway rimpa tenpe,2,1,C01,C01:142,"TENTATIVE (machine-matched, unreviewed)"
"The latter is of two types: ordinary taking of refuge, and exceptional taking of refuge.","phyi ma la dbye na, skyabs 'gro phal pa dang , khyad par can gnyis yod,",,ཕྱི་མ་ལ་དབྱེ་ན། སྐྱབས་འགྲོ་ཕལ་པ་དང། ཁྱད་པར་ཅན་གཉིས་ཡོད།,"chi mala yena kyabdro pelpa dang ,kyepar chennyi yu",2,1,C02,C02:39,"TENTATIVE (machine-matched, unreviewed)"
"The latter is of two types: ordinary taking of refuge, and exceptional taking of refuge. The definition of the first is ""Any movement of the mind which acts of its own accord, and consists of hoping that some ordinary type of refuge will render one assistance."" The definition of the latter is ""Any movement of the mind which acts of its own accord, and consists of hoping that any one or number of the Three Jewels will render one assistance.""","phyi ma la dbye na, skyabs 'gro phal pa dang , khyad par can gnyis yod, skyabs phal pa la rang stobs kyis dpung gnyen du re ba 'cha' ba'i sems pa, dang po'i mtshan nyid, dkon mchog gsum po gang yang rung ba la rang stobs kyis dpung gnyen du re ba 'cha' ba'i sems pa, phyi ma'i mtshan nyid",,ཕྱི་མ་ལ་དབྱེ་ན། སྐྱབས་འགྲོ་ཕལ་པ་དང། ཁྱད་པར་ཅན་གཉིས་ཡོད། སྐྱབས་ཕལ་པ་ལ་རང་སྟོབས་ཀྱིས་དཔུང་གཉེན་དུ་རེ་བ་འཆའ་བའི་སེམས་པ། དང་པོའི་མཚན་ཉིད། དཀོན་མཆོག་གསུམ་པོ་གང་ཡང་རུང་བ་ལ་རང་སྟོབས་ཀྱིས་དཔུང་གཉེན་དུ་རེ་བ་འཆའ་བའི་སེམས་པ། ཕྱི་མའི་མཚན་ཉིད,"chi mala yena kyabdro pelpa dang ,kyepar chennyi yukyap pelpa la rangtop kyi pungnyen du rewa chaway sempa dang poy tsennyi konchok sumpo gang yang rungwa la rangtop kyi pungnyen du rewa chaway sempa chimay tsennyi",1,1,C02,C02:39,"TENTATIVE (machine-matched, unreviewed)"
the law of actions and consequences,las 'bras,LAS 'BRAS,ལས་འབྲས,ledre,5,1,C01,C01:211,"TENTATIVE (machine-matched, unreviewed)"
the laws of action and consequence,las 'bras,LAS 'BRAS,ལས་འབྲས,ledre,5,1,C01,C01:220,"TENTATIVE (machine-matched, unreviewed)"
the laws of actions and their consequences,las 'bras,LAS 'BRAS,ལས་འབྲས,ledre,5,1,C01,C01:330,"TENTATIVE (machine-matched, unreviewed)"
the laws of cause and effect,rgyu 'bras,RGYU 'BRAS,རྒྱུ་འབྲས,gyudre,5,1,C01,C01:426,"TENTATIVE (machine-matched, unreviewed)"
"The lead returned to the Keeper of the Diamond, who deigned to direct us thrice through the prayer for taking refuge and developing the wish for enlightenment, the one that includes the words ""To the Buddha, Dharma, and Sangha."" Here finally the Lord himself bespoke the verses containing the lines ""Pleasure beings and those near so,"" along with ""In the language of pleasure beings"" and the rest.7","yang rdo rje 'chang mchog nas dbu bskul gnang ste, sangs rgyas chos tshogs lan gsum sdeb gsungs dang , de nas, lha dang lha min sogs dang , lha yi skad dang sogs oo ka re re rje nyid nas gnang ba'i mthar",,ཡང་རྡོ་རྗེ་འཆང་མཆོག་ནས་དབུ་བསྐུལ་གནང་སྟེ། སངས་རྒྱས་ཆོས་ཚོགས་ལན་གསུམ་སྡེབ་གསུངས་དང། དེ་ནས། ལྷ་དང་ལྷ་མིན་སོགས་དང། ལྷ་ཡི་སྐད་དང་སོགས་ཨོོ་ཀ་རེ་རེ་རྗེ་ཉིད་ནས་གནང་བའི་མཐར,"yangdo jechang chok ne ukul nangte sangye chutsok lensum depsung dang , de nehla dang hlamin sok dang ,hla yi ke dang soko kare reje nyi ne nangway tar",1,1,C03,C03:302,"TENTATIVE (machine-matched, unreviewed)"
